"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Congo, Dem. Rep.","COD","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.417","5.561","5.673","5.604","5.438","5.259","5.292","5.33","5.38","5.399","5.4","5.285","5.097","4.968","4.92","5.422","5.933","6.44","7.002","7.505","8.014","8.444","8.417","8.365","8.38","8.533","8.686","8.73","8.701","10.185","9.845","8.782","8.404",
"Congo, Rep.","COG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.577","38.707","38.987","39.713","39.774","39.533","39.317","39.453","40.045","39.56","39.652","39.267","39.859","39.98","39.848","39.464","40.302","40.53","40.41","39.419","39.798","40.026","40.906","40.687","41.773","42.623","43.552","43.711","42.924","47.288","46.066","42.088","40.899",
"Colombia","COL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.156","18.08","14.896","15.721","16.394","21.865","22.443","27.565","36.474","37.328","27.415","26.809","25.047","26.209","22.479","22.222","22.091","22.705","23.476","22.494","21.121","20.058","18.734","18.258","17.333","18.293","18.507","19.49","20.687","27.274","24.801","21.043","19.213",
"Comoros","COM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.278","9.688","9.785","9.778","10.024","10.244","9.783","9.904","9.771","9.487","9.463","9.464","9.885","9.926","9.916","9.902","9.968","9.926","9.908","9.778","9.777","9.784","9.755","9.847","9.932","9.973","9.892","9.787","9.863","11.442","10.946","10.779","10.797",
"Cabo Verde","CPV","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.466","22.374","22.148","21.51","21.457","21.429","21.845","22.024","22.158","22.233","22.941","23.486","24.24","24.186","24.417","24.544","24.609","24.903","25.613","20.812","22.126","23.326","24.747","26.403","28.017","29.547","31.25","27.104","27.703","33.562","31.562","29.33","28.581",
"Costa Rica","CRI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.147","7.672","8.304","8.28","11.711","12.259","11.895","11.926","13.675","11.285","13.854","14.518","15.092","14.571","15.566","14.321","11.102","11.253","18.373","17.397","22.061","22.395","21.595","24.28","22.427","21.724","20.804","25.126","31.282","40.16","39.27","30.74","24.736",
"Caribbean small states","CSS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5355344947472","25.163169720211","24.1864794152571","23.4960896991826","22.8489727654418","22.3787408727821","22.3849316190176","21.9761466292085","21.9978180972022","21.126752719828","20.3865882023306","20.4181809263448","20.5978079799754","19.2977298116038","18.9383879545311","17.6802314228844","17.2453697830168","17.0710382693941","18.749007622054","19.1060124040735","19.5817324752665","21.3962171341255","23.2760729026027","22.5501458869624","21.6851341511885","22.634140456781","21.1031568069133","19.6932568354203","18.9068823657033","22.900982818593","21.9735592294614","20.0636568756518","19.3321562667065",
"Cuba","CUB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.051","15.422","15.735","15.414","15.057","14.729","13.981","12.348","12.409","10.97","8.385","6.735","4.686","3.849","4.182","4.172","3.968","3.399","3.497","6.035","7.692","8.48","8.095","6.603","5.977","4.969","4.307","4.25","3.026","3.172","3.177","3.09","2.891",
"Curacao","CUW","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.686","4.541","5.631","5.363","4.955","5.752","6.152","5.881","9.77","8.913","7.97","7.466","8.619","10.219","13.576","9.892","9.531","8.571","13.3","15.88","21.202","27.317","38.138","35.561","32.495","28.824","24.948","20.557","16.769","18.444","17.126","18.652","17.106",
"Czechia","CZE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.68","5.153","8.418","8.691","7.775","7.184","8.619","12.437","17.021","16.958","16.553","15.979","17.561","20.379","19.254","17.445","10.742","9.86","16.656","18.364","18.067","19.521","18.966","15.852","12.596","10.497","7.922","6.716","5.643","7.946","8.128","6.747","9.46",
"Germany","DEU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.513","5.971","7.671","8.963","8.466","9.633","10.667","9.79","8.876","8.547","7.787","9.283","11.024","12.988","15.535","13.76","11.911","10.553","11.212","9.821","8.506","8.031","7.811","7.733","7.212","7.032","6.758","6.184","5.77","7.132","7.033","5.956","5.996",
"Djibouti","DJI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.923","57.802","59.936","60.264","61.196","61.389","61.797","61.719","61.44","62.041","62.498","63.335","64.034","64.945","65.941","67.045","68.005","68.862","70.492","71.706","72.155","72.264","72.662","73.206","73.335","73.36","74.036","74.954","75.68","81.863","80.069","77.144","76.862",
"Dominica","DMA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.502","12.333","14.608","10.185","9.916","10.587","8.095","7.173","9.89","6.732","8.215","7.023","9.804","7.771","8.596","7.671","7.489","9.456","13.431","15.56","16.304","15.769","14.76","14.201","12.151","12.153","12.392","10.513","10.047","11.591","10.79","10.535","10.946",
"Dominican Republic","DOM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.323","12.169","11.757","11.759","12.064","12.212","12.078","12.131","12.216","12.453","13.507","12.757","13.476","12.932","13.555","10.802","12.382","10.576","12.515","10.83","14.006","14.857","17.418","13.363","16.467","16.766","13.462","14.881","15.578","14.825","16.906","12.891","12.06",
